id,Status,Created date (UTC),Amount,Currency,Description
ch_0000039,Paid,2020-09-06 13:03:29,199.98,aud,Subscription update
ch_0000040,Paid,2020-09-07 16:19:03,356.23,aud,Subscription update
ch_0000041,Paid,2020-09-08 08:13:36,186.49,aud,IV League - Booking
ch_0000042,Paid,2020-09-08 18:34:37,191.85,aud,Subscription update
ch_0000043,Paid,2020-09-09 10:20:30,194.41,aud,Subscription update
ch_0000044,Paid,2020-09-10 11:35:21,313.65,aud,Initial consultation
ch_0000045,Paid,2020-09-10 13:41:52,169.18,aud,IV League - Booking
ch_0000046,Paid,2020-09-10 19:06:12,197.57,aud,Subscription update
ch_0000047,Paid,2020-09-11 08:18:56,338.35,aud,Subscription update
ch_0000048,Paid,2020-09-12 10:03:51,584.56,aud,Subscription update
ch_0000049,Paid,2020-09-12 17:27:44,993.28,aud,Longevity panel
ch_0000050,Paid,2020-09-12 20:09:43,203.83,aud,Subscription update
ch_0000051,Paid,2020-09-13 10:03:17,2135.32,aud,Invoice payment
ch_0000052,Paid,2020-09-13 20:06:48,2329.16,aud,Package initiation
ch_0000053,Paid,2020-09-14 14:04:58,608.58,aud,Subscription update
ch_0000054,Paid,2020-09-15 12:32:41,196.55,aud,Subscription creation
ch_0000055,Paid,2020-09-16 09:19:56,254.48,aud,IV League - Booking
ch_0000056,Paid,2020-09-16 12:49:56,1904.48,aud,Package initiation
ch_0000057,Paid,2020-09-17 18:37:44,586.87,aud,Subscription update
ch_0000058,Paid,2020-09-17 20:25:22,2530.66,aud,Package initiation
ch_0000059,Paid,2020-09-19 07:10:56,600.78,aud,Subscription update
ch_0000060,Paid,2020-09-19 14:01:51,195.77,aud,Subscription update
ch_0000061,Paid,2020-09-21 13:34:43,196.14,aud,Subscription creation
ch_0000062,Paid,2020-09-22 07:53:50,4501.05,aud,Corporate wellness - Keyman
ch_0000063,Paid,2020-09-22 13:36:05,192.83,aud,Subscription update
ch_0000064,Paid,2020-09-22 15:25:11,576.97,aud,Subscription update
ch_0000065,Paid,2020-09-25 09:38:58,191.57,aud,IV League - Booking
ch_0000066,Paid,2020-09-26 20:29:04,247.88,aud,IV League - Booking
ch_0000067,Paid,2020-09-28 16:05:30,360.23,aud,Subscription update
ch_0000068,Paid,2020-09-29 06:54:47,585.03,aud,Subscription update
ch_0000069,Paid,2020-09-29 07:47:23,205.61,aud,Subscription update
ch_0000070,Paid,2020-09-29 14:47:21,464.29,aud,IV League - Booking
ch_0000071,Paid,2020-09-29 15:13:36,342.72,aud,Subscription update
ch_0000072,Paid,2020-09-29 17:29:01,263.87,aud,IV League - Booking
ch_0000073,Paid,2020-09-29 20:28:38,341.21,aud,Subscription update
ch_0000074,Paid,2020-10-01 06:29:49,205.62,aud,Subscription update
ch_0000075,Paid,2020-10-01 08:17:39,347.63,aud,Subscription update
ch_0000076,Paid,2020-10-03 06:13:34,351.28,aud,Subscription update
ch_0000077,Paid,2020-10-03 13:15:51,199.56,aud,Subscription update
ch_0000078,Paid,2020-10-04 16:50:38,209.55,aud,Subscription update
ch_0000079,Paid,2020-10-04 20:18:53,250.0,usd,Initial consultation
ch_0000080,Paid,2020-10-05 10:46:54,200.76,aud,Subscription update
ch_0000081,Paid,2020-10-06 06:15:31,202.67,aud,Subscription update
ch_0000082,Paid,2020-10-07 18:47:29,350.87,aud,Subscription update
ch_0000083,Paid,2020-10-07 19:59:18,219.45,aud,IV League - Booking
ch_0000084,Paid,2020-10-08 14:13:01,589.56,aud,Subscription update
ch_0000085,Paid,2020-10-08 15:29:34,195.29,aud,Subscription update
ch_0000086,Paid,2020-10-09 08:12:25,208.87,aud,Subscription update
ch_0000087,Paid,2020-10-10 16:03:33,352.82,aud,Subscription update
ch_0000088,Paid,2020-10-12 13:54:30,590.84,aud,Subscription update
ch_0000089,Paid,2020-10-13 11:45:35,197.5,aud,Subscription update
ch_0000090,Paid,2020-10-13 13:54:46,350.47,aud,Subscription update
ch_0000091,Paid,2020-10-14 13:44:10,196.17,aud,Subscription creation
ch_0000092,Paid,2020-10-16 09:39:54,192.39,aud,Subscription update
ch_0000093,Paid,2020-10-18 13:57:27,210.3,aud,Subscription update
ch_0000094,Paid,2020-10-18 17:36:05,329.01,aud,Initial consultation
ch_0000095,Paid,2020-10-18 19:12:08,341.05,aud,Subscription creation
ch_0000096,Paid,2020-10-19 12:24:22,1184.04,aud,Invoice payment
ch_0000097,Paid,2020-10-20 13:31:41,247.07,aud,IV League - Booking
ch_0000098,Paid,2020-10-22 16:32:32,612.25,aud,Subscription update
ch_0000099,Paid,2020-10-23 13:34:01,348.02,aud,Subscription update
ch_0000100,Paid,2020-10-24 17:41:15,200.24,aud,Subscription update
ch_0000101,Paid,2020-10-25 11:49:03,196.47,aud,Subscription update
ch_0000102,Paid,2020-10-26 09:48:36,8184.98,aud,Corporate wellness - Keyman
ch_0000103,Failed,2020-10-27 15:14:20,349.0,aud,Subscription update
ch_0000104,Paid,2020-10-29 09:44:37,198.54,aud,Subscription update
ch_0000105,Paid,2020-10-29 10:38:49,199.97,aud,Subscription update
ch_0000106,Paid,2020-10-30 14:33:10,347.94,aud,Subscription update
ch_0000107,Paid,2020-10-30 18:15:47,198.66,aud,Subscription creation
ch_0000108,Refunded,2020-10-30 19:47:02,349.0,aud,Subscription update
ch_0000109,Paid,2020-11-02 16:29:24,344.58,aud,Subscription update
ch_0000110,Paid,2020-11-03 13:38:22,347.56,aud,Subscription update
ch_0000111,Paid,2020-11-05 13:03:20,608.27,aud,Subscription update
ch_0000112,Paid,2020-11-08 18:28:34,193.47,aud,Subscription update
ch_0000113,Paid,2020-11-09 14:33:23,192.3,aud,Subscription update
ch_0000114,Paid,2020-11-09 15:07:14,332.58,aud,Subscription update
ch_0000115,Paid,2020-11-09 18:57:31,195.37,aud,Subscription update
ch_0000116,Paid,2020-11-10 11:27:02,198.36,aud,Subscription update
ch_0000117,Paid,2020-11-10 16:00:23,205.01,aud,Subscription update
ch_0000118,Paid,2020-11-11 06:20:29,461.74,aud,IV League - Booking
ch_0000119,Paid,2020-11-11 08:19:31,200.44,aud,Subscription update
ch_0000120,Paid,2020-11-11 13:53:10,353.17,aud,Subscription update
ch_0000121,Paid,2020-11-12 09:33:34,204.65,aud,Subscription update
ch_0000122,Paid,2020-11-12 17:37:53,197.13,aud,Subscription update
ch_0000123,Paid,2020-11-12 19:50:04,302.31,aud,IV League - Booking
ch_0000124,Paid,2020-11-13 20:59:54,611.21,aud,Subscription update
ch_0000125,Paid,2020-11-14 06:53:41,191.46,aud,Subscription update
ch_0000126,Paid,2020-11-14 09:12:14,196.06,aud,Subscription update
ch_0000127,Paid,2020-11-15 08:51:23,2993.87,aud,Package initiation
ch_0000128,Paid,2020-11-15 14:24:46,205.04,aud,Subscription update
ch_0000129,Paid,2020-11-15 14:26:05,351.28,aud,Subscription update
ch_0000130,Paid,2020-11-15 20:24:17,201.32,aud,Subscription update
ch_0000131,Paid,2020-11-16 06:14:39,621.25,aud,Subscription update
ch_0000132,Paid,2020-11-16 16:24:40,175.35,aud,IV League - Booking
ch_0000133,Paid,2020-11-17 14:40:14,2259.45,aud,Package initiation
ch_0000134,Paid,2020-11-17 15:50:36,611.56,aud,Subscription update
ch_0000135,Paid,2020-11-18 06:10:53,352.81,aud,Subscription update
ch_0000136,Paid,2020-11-20 08:22:35,204.02,aud,Subscription update
ch_0000137,Paid,2020-11-20 12:30:15,197.53,aud,Subscription update
ch_0000138,Paid,2020-11-20 12:47:55,311.92,aud,IV League - Booking
ch_0000139,Paid,2020-11-22 13:36:50,203.26,aud,Subscription update
ch_0000140,Paid,2020-11-23 19:51:07,609.35,aud,Subscription creation
ch_0000141,Paid,2020-11-25 18:06:07,195.62,aud,Subscription update
ch_0000142,Paid,2020-11-26 13:15:36,206.93,aud,Subscription creation
ch_0000143,Paid,2020-11-27 17:14:43,202.13,aud,Subscription update
ch_0000144,Paid,2020-11-27 18:01:14,1201.59,aud,Longevity panel
ch_0000145,Paid,2020-11-27 19:45:12,180.49,aud,IV League - Booking
ch_0000146,Paid,2020-11-29 20:01:34,193.93,aud,Subscription update
ch_0000147,Paid,2020-11-30 19:11:33,298.99,aud,Initial consultation
ch_0000148,Paid,2020-12-01 10:27:19,208.92,aud,Subscription update
ch_0000149,Paid,2020-12-01 13:38:34,197.35,aud,Subscription update
ch_0000150,Paid,2020-12-01 14:14:16,2242.6,aud,Package initiation
ch_0000151,Paid,2020-12-01 20:32:59,194.72,aud,Subscription update
ch_0000152,Paid,2020-12-02 08:25:32,339.64,aud,IV League - Booking
ch_0000153,Paid,2020-12-02 11:32:16,203.23,aud,Subscription update
ch_0000154,Paid,2020-12-02 20:45:42,198.59,aud,Subscription update
ch_0000155,Paid,2020-12-03 16:07:17,205.25,aud,Subscription update
ch_0000156,Paid,2020-12-04 19:26:58,361.99,aud,Subscription update
ch_0000157,Paid,2020-12-07 12:43:54,199.06,aud,Subscription creation
ch_0000158,Paid,2020-12-10 14:30:33,203.99,aud,Subscription update
ch_0000159,Paid,2020-12-10 18:59:33,603.86,aud,Subscription update
ch_0000160,Paid,2020-12-11 16:27:20,243.55,aud,IV League - Booking
ch_0000161,Paid,2020-12-11 17:41:20,198.32,aud,Subscription update
ch_0000162,Paid,2020-12-11 18:02:56,192.99,aud,Subscription update
ch_0000163,Paid,2020-12-12 08:49:37,197.78,aud,Subscription update
ch_0000164,Paid,2020-12-12 11:34:39,619.09,aud,Subscription update
ch_0000165,Paid,2020-12-13 15:04:46,194.3,aud,Subscription update
ch_0000166,Paid,2020-12-13 15:15:40,182.31,aud,IV League - Booking
ch_0000167,Paid,2020-12-16 18:19:27,196.12,aud,Subscription update
ch_0000168,Paid,2020-12-17 19:55:42,352.57,aud,Subscription update
ch_0000169,Paid,2020-12-19 11:57:26,201.04,aud,Subscription update
ch_0000170,Paid,2020-12-20 12:55:43,201.47,aud,Subscription update
ch_0000171,Paid,2020-12-20 17:38:21,191.54,aud,Subscription update
ch_0000172,Paid,2020-12-21 06:32:16,599.78,aud,Subscription update
ch_0000173,Paid,2020-12-23 08:15:11,614.34,aud,Subscription update
ch_0000174,Paid,2020-12-23 18:21:29,345.53,aud,Subscription update
ch_0000175,Paid,2020-12-25 06:54:13,196.04,aud,Subscription update
ch_0000176,Paid,2020-12-26 07:48:22,332.73,aud,Subscription update
ch_0000177,Paid,2020-12-26 14:29:04,2712.67,aud,Package initiation
ch_0000178,Paid,2020-12-27 18:42:55,338.95,aud,Subscription update
ch_0000179,Paid,2020-12-27 19:33:40,332.12,aud,Subscription update
ch_0000180,Paid,2020-12-28 11:24:58,353.35,aud,Subscription update
ch_0000181,Paid,2020-12-28 12:15:19,194.56,aud,Subscription update
ch_0000182,Paid,2020-12-29 06:16:30,343.91,aud,Subscription update
ch_0000183,Paid,2020-12-30 08:39:16,602.1,aud,Subscription update
ch_0000184,Paid,2020-12-30 13:48:42,355.66,aud,Subscription update
ch_0000185,Paid,2021-01-01 16:11:49,624.92,aud,Subscription update
ch_0000186,Paid,2021-01-02 17:59:01,201.33,aud,Subscription update
ch_0000187,Paid,2021-01-02 18:47:01,194.98,aud,Subscription update
ch_0000188,Paid,2021-01-03 08:10:40,601.42,aud,Subscription creation
ch_0000189,Paid,2021-01-03 15:13:40,195.49,aud,Subscription update
ch_0000190,Paid,2021-01-07 09:57:28,353.95,aud,Subscription update
ch_0000191,Paid,2021-01-09 06:49:20,194.47,aud,Subscription update
ch_0000192,Paid,2021-01-09 13:17:10,204.19,aud,Subscription update
ch_0000193,Paid,2021-01-10 20:44:23,201.0,aud,Subscription update
ch_0000194,Paid,2021-01-11 15:09:05,340.98,aud,Subscription update
ch_0000195,Paid,2021-01-11 17:31:52,616.87,aud,Subscription update
ch_0000196,Paid,2021-01-11 17:57:53,206.29,aud,Subscription update
ch_0000197,Paid,2021-01-12 16:16:08,342.09,aud,Subscription update
ch_0000198,Paid,2021-01-13 10:55:15,207.99,aud,Subscription update
ch_0000199,Paid,2021-01-13 14:11:23,359.58,aud,Subscription update
ch_0000200,Paid,2021-01-15 07:06:59,197.71,aud,Subscription update
ch_0000201,Paid,2021-01-15 09:28:06,198.98,aud,Subscription update
ch_0000202,Paid,2021-01-15 12:33:34,408.85,aud,Initial consultation
ch_0000203,Paid,2021-01-16 18:05:41,203.26,aud,Subscription update
ch_0000204,Paid,2021-01-18 10:24:16,2136.45,aud,Package initiation
ch_0000205,Paid,2021-01-18 18:11:34,584.23,aud,Subscription update
ch_0000206,Paid,2021-01-19 14:24:02,355.82,aud,Subscription update
ch_0000207,Paid,2021-01-22 16:02:02,205.57,aud,Subscription update
ch_0000208,Paid,2021-01-23 10:35:44,596.63,aud,Subscription update
ch_0000209,Paid,2021-01-23 10:48:02,204.48,aud,Subscription update
ch_0000210,Paid,2021-01-23 11:28:12,735.79,aud,Invoice payment
ch_0000211,Paid,2021-01-23 13:17:31,202.82,aud,Subscription creation
ch_0000212,Paid,2021-01-24 07:12:40,202.88,aud,Subscription update
ch_0000213,Paid,2021-01-25 08:09:02,349.27,aud,Subscription update
ch_0000214,Paid,2021-01-26 12:21:44,191.51,aud,Subscription update
ch_0000215,Paid,2021-01-26 13:21:51,597.48,aud,Subscription update
ch_0000216,Paid,2021-01-27 18:34:02,196.37,aud,Subscription update
ch_0000217,Paid,2021-01-28 10:37:57,203.83,aud,Subscription update
ch_0000218,Paid,2021-01-29 13:57:22,595.48,aud,Subscription update
ch_0000219,Paid,2021-01-30 10:13:09,354.04,aud,Subscription update
ch_0000220,Paid,2021-01-30 19:03:59,356.28,aud,Subscription update
ch_0000221,Paid,2021-02-01 08:21:42,196.56,aud,Subscription update
ch_0000222,Paid,2021-02-02 12:55:15,357.25,aud,Subscription update
ch_0000223,Refunded,2021-02-02 13:30:24,349.0,aud,Subscription update
ch_0000224,Paid,2021-02-03 06:56:18,194.6,aud,Subscription update
ch_0000225,Paid,2021-02-04 07:58:21,193.72,aud,Subscription update
ch_0000226,Paid,2021-02-04 09:39:12,200.9,aud,Subscription update
ch_0000227,Paid,2021-02-05 17:14:35,195.81,aud,Subscription update
ch_0000228,Paid,2021-02-07 07:51:45,349.58,aud,Subscription update
ch_0000229,Paid,2021-02-08 11:04:04,348.0,aud,Subscription update
ch_0000230,Paid,2021-02-08 15:51:07,609.74,aud,Subscription update
ch_0000231,Paid,2021-02-09 07:30:04,349.71,aud,Subscription creation
ch_0000232,Paid,2021-02-09 14:01:39,197.25,aud,Subscription update
ch_0000233,Paid,2021-02-10 06:23:18,355.63,aud,Subscription update
ch_0000234,Paid,2021-02-13 20:50:14,186.08,aud,IV League - Booking
ch_0000235,Paid,2021-02-14 12:33:18,362.3,aud,Subscription update
ch_0000236,Paid,2021-02-14 15:46:19,194.87,aud,Subscription update
ch_0000237,Paid,2021-02-14 17:23:02,194.35,aud,Subscription creation
ch_0000238,Paid,2021-02-14 20:10:05,612.7,aud,Subscription creation
ch_0000239,Paid,2021-02-18 12:30:23,196.92,aud,Subscription creation
ch_0000240,Paid,2021-02-18 19:01:01,199.96,aud,Subscription update
ch_0000241,Paid,2021-02-19 10:20:10,201.56,aud,Subscription creation
ch_0000242,Paid,2021-02-19 12:03:19,609.95,aud,Subscription update
ch_0000243,Paid,2021-02-21 06:06:04,199.18,aud,Subscription update
ch_0000244,Paid,2021-02-21 17:32:53,207.35,aud,Subscription creation
ch_0000245,Paid,2021-02-21 17:36:00,611.97,aud,Subscription update
ch_0000246,Paid,2021-02-22 07:35:25,2932.37,aud,Package initiation
ch_0000247,Paid,2021-02-22 11:32:23,344.43,aud,Subscription update
ch_0000248,Paid,2021-02-22 11:48:25,195.95,aud,Subscription update
ch_0000249,Paid,2021-02-22 20:56:48,195.57,aud,Subscription update
ch_0000250,Paid,2021-02-23 12:09:10,340.08,aud,Subscription update
ch_0000251,Paid,2021-02-24 11:03:01,362.22,aud,Subscription update
ch_0000252,Paid,2021-02-24 15:33:03,1706.81,aud,Invoice payment
ch_0000253,Paid,2021-02-25 07:00:33,193.13,aud,Subscription update
ch_0000254,Paid,2021-02-25 10:30:11,599.05,aud,Subscription update
ch_0000255,Paid,2021-02-25 16:21:58,190.35,aud,Subscription creation
ch_0000256,Paid,2021-02-26 15:30:04,203.73,aud,Subscription update
ch_0000257,Paid,2021-02-28 09:06:55,346.05,aud,Subscription update
ch_0000258,Paid,2021-02-28 09:58:26,203.72,aud,Subscription update
ch_0000259,Paid,2021-03-02 09:05:21,198.17,aud,Subscription update
ch_0000260,Paid,2021-03-02 15:03:09,192.21,aud,Subscription update
ch_0000261,Paid,2021-03-06 07:03:04,843.2,aud,Invoice payment
ch_0000262,Paid,2021-03-06 19:09:33,201.4,aud,Subscription update
ch_0000263,Paid,2021-03-07 13:44:04,198.37,aud,Subscription update
ch_0000264,Paid,2021-03-07 17:24:58,351.78,aud,Subscription update
ch_0000265,Paid,2021-03-07 19:26:22,581.3,aud,Subscription update
ch_0000266,Paid,2021-03-08 08:03:29,201.24,aud,Subscription update
ch_0000267,Paid,2021-03-08 14:57:53,342.96,aud,Subscription update
ch_0000268,Paid,2021-03-08 20:42:36,347.6,aud,Subscription update
ch_0000269,Paid,2021-03-09 10:07:01,201.59,aud,Subscription update
ch_0000270,Paid,2021-03-10 09:53:17,201.23,aud,Subscription creation
ch_0000271,Paid,2021-03-10 16:08:21,2592.4,aud,Package initiation
ch_0000272,Paid,2021-03-10 20:16:10,201.23,aud,Subscription update
ch_0000273,Paid,2021-03-11 10:34:18,1529.48,aud,Invoice payment
ch_0000274,Paid,2021-03-12 18:26:36,204.08,aud,Subscription update
ch_0000275,Paid,2021-03-13 07:31:23,354.67,aud,Subscription update
ch_0000276,Paid,2021-03-13 19:39:20,201.13,aud,Subscription update
ch_0000277,Paid,2021-03-14 16:47:10,196.02,aud,Subscription update
ch_0000278,Paid,2021-03-15 11:10:35,191.48,aud,Subscription update
ch_0000279,Paid,2021-03-15 11:18:48,351.52,aud,Subscription update
ch_0000280,Paid,2021-03-17 10:41:17,198.56,aud,Subscription update
ch_0000281,Paid,2021-03-17 19:44:13,206.93,aud,Subscription update
ch_0000282,Paid,2021-03-18 20:18:33,205.0,aud,Subscription update
ch_0000283,Paid,2021-03-21 06:28:48,195.72,aud,Subscription update
ch_0000284,Paid,2021-03-21 08:51:45,1043.18,aud,Longevity panel
ch_0000285,Paid,2021-03-21 17:02:33,592.92,aud,Subscription update
ch_0000286,Paid,2021-03-24 11:34:08,341.02,aud,Subscription update
ch_0000287,Paid,2021-03-24 18:23:54,191.87,aud,Subscription update
ch_0000288,Paid,2021-03-24 18:47:11,585.58,aud,Subscription update
ch_0000289,Paid,2021-03-26 06:10:18,202.3,aud,Subscription update
ch_0000290,Paid,2021-03-26 11:14:25,199.41,aud,Subscription update
ch_0000291,Paid,2021-03-27 10:46:06,347.58,aud,Subscription update
ch_0000292,Paid,2021-03-28 16:16:04,349.19,aud,Subscription update
ch_0000293,Paid,2021-03-30 09:29:51,358.86,aud,Subscription update
ch_0000294,Paid,2021-03-30 11:29:55,612.74,aud,Subscription update
ch_0000295,Paid,2021-03-31 13:55:07,626.31,aud,Subscription update
ch_0000296,Paid,2021-03-31 18:53:16,363.06,aud,Subscription update
ch_0000297,Paid,2021-04-03 10:34:13,203.51,aud,Subscription update
ch_0000298,Paid,2021-04-03 10:49:23,348.18,aud,Subscription update
ch_0000299,Paid,2021-04-03 12:37:36,601.62,aud,Subscription update
ch_0000300,Paid,2021-04-03 14:42:56,197.18,aud,Subscription update
ch_0000301,Paid,2021-04-03 18:39:54,200.59,aud,Subscription update
ch_0000302,Paid,2021-04-04 08:39:51,194.47,aud,Subscription update
ch_0000303,Paid,2021-04-04 10:30:18,203.39,aud,Subscription update
ch_0000304,Paid,2021-04-06 08:54:16,192.32,aud,Subscription update
ch_0000305,Paid,2021-04-06 09:14:58,197.75,aud,Subscription update
ch_0000306,Paid,2021-04-07 12:39:41,352.82,aud,Subscription update
ch_0000307,Paid,2021-04-07 16:52:42,360.6,aud,Subscription update
ch_0000308,Failed,2021-04-07 17:31:14,349.0,aud,Subscription update
ch_0000309,Paid,2021-04-08 07:53:22,601.35,aud,Subscription update
ch_0000310,Paid,2021-04-08 14:59:14,604.82,aud,Subscription update
ch_0000311,Paid,2021-04-10 07:04:23,198.51,aud,Subscription creation
ch_0000312,Paid,2021-04-10 08:37:02,358.63,aud,Subscription update
ch_0000313,Paid,2021-04-11 11:27:37,1637.08,aud,Invoice payment
ch_0000314,Paid,2021-04-11 16:21:14,207.72,aud,Subscription update
ch_0000315,Paid,2021-04-13 09:47:52,353.17,aud,Subscription update
ch_0000316,Paid,2021-04-13 20:52:03,350.96,aud,Subscription update
ch_0000317,Paid,2021-04-14 16:13:22,196.81,aud,Subscription update
ch_0000318,Paid,2021-04-16 14:00:57,339.27,aud,Subscription update
ch_0000319,Paid,2021-04-17 14:03:57,199.25,aud,Subscription creation
ch_0000320,Paid,2021-04-18 09:10:40,194.38,aud,Subscription update
ch_0000321,Paid,2021-04-19 06:52:30,345.23,aud,Subscription creation
ch_0000322,Paid,2021-04-20 07:44:41,198.94,aud,Subscription update
ch_0000323,Paid,2021-04-20 13:33:05,200.95,aud,Subscription update
ch_0000324,Paid,2021-04-21 06:25:06,3166.05,aud,Package initiation
ch_0000325,Paid,2021-04-21 13:59:19,200.93,aud,Subscription update
ch_0000326,Paid,2021-04-21 15:15:52,354.22,aud,Subscription update
ch_0000327,Paid,2021-04-22 15:10:54,343.37,aud,Subscription update
ch_0000328,Paid,2021-04-22 20:38:58,209.09,aud,Subscription creation
ch_0000329,Paid,2021-04-23 18:15:06,196.65,aud,Subscription creation
ch_0000330,Paid,2021-04-23 18:45:21,611.78,aud,Subscription creation
ch_0000331,Paid,2021-04-24 12:44:39,453.29,aud,Initial consultation
ch_0000332,Paid,2021-04-26 08:17:58,200.09,aud,Subscription update
ch_0000333,Paid,2021-04-27 20:39:07,190.1,aud,Subscription update
ch_0000334,Refunded,2021-04-27 20:50:03,349.0,aud,Subscription update
ch_0000335,Paid,2021-04-29 09:18:00,204.64,aud,Subscription update
ch_0000336,Paid,2021-04-29 16:51:50,199.83,aud,Subscription update
ch_0000337,Paid,2021-05-01 12:45:43,270.2,aud,Initial consultation
ch_0000338,Paid,2021-05-02 17:14:06,346.44,aud,Subscription update
ch_0000339,Paid,2021-05-03 15:37:06,338.22,aud,Subscription update
ch_0000340,Paid,2021-05-04 10:17:20,255.28,aud,IV League - Booking
ch_0000341,Paid,2021-05-04 16:54:07,356.47,aud,Subscription update
ch_0000342,Paid,2021-05-04 18:23:12,341.57,aud,Subscription update
ch_0000343,Paid,2021-05-05 10:29:43,345.9,aud,Subscription update
ch_0000344,Paid,2021-05-05 10:51:18,200.74,aud,Subscription update
ch_0000345,Paid,2021-05-05 12:29:05,356.16,aud,Subscription update
ch_0000346,Paid,2021-05-05 14:22:11,203.01,aud,Subscription update
ch_0000347,Paid,2021-05-05 20:48:51,174.16,aud,IV League - Booking
ch_0000348,Paid,2021-05-06 07:05:19,375.45,aud,Initial consultation
ch_0000349,Paid,2021-05-06 19:34:52,604.62,aud,Subscription update
ch_0000350,Paid,2021-05-07 06:13:51,197.98,aud,Subscription update
ch_0000351,Paid,2021-05-07 19:03:03,201.32,aud,Subscription update
ch_0000352,Paid,2021-05-08 09:04:39,201.68,aud,Subscription update
ch_0000353,Paid,2021-05-08 15:18:50,353.2,aud,Subscription creation
ch_0000354,Paid,2021-05-09 10:18:16,195.25,aud,Subscription update
ch_0000355,Paid,2021-05-09 11:32:49,199.11,aud,Subscription update
ch_0000356,Paid,2021-05-09 17:28:58,818.34,aud,Longevity panel
ch_0000357,Paid,2021-05-10 07:40:11,2575.83,aud,Package initiation
ch_0000358,Paid,2021-05-11 18:19:26,197.08,aud,Subscription update
ch_0000359,Paid,2021-05-12 14:12:02,359.75,aud,Subscription update
ch_0000360,Paid,2021-05-12 17:30:19,335.91,aud,Subscription creation
ch_0000361,Paid,2021-05-16 11:42:28,351.91,aud,Subscription update
ch_0000362,Paid,2021-05-17 13:44:41,352.33,aud,Subscription update
ch_0000363,Paid,2021-05-17 15:16:14,201.28,aud,Subscription update
ch_0000364,Paid,2021-05-18 06:14:17,191.73,aud,Subscription update
ch_0000365,Paid,2021-05-18 07:50:19,583.54,aud,Subscription update
ch_0000366,Paid,2021-05-18 18:48:39,202.81,aud,Subscription update
ch_0000367,Paid,2021-05-19 12:41:57,1054.96,aud,Invoice payment
ch_0000368,Paid,2021-05-21 09:36:46,204.61,aud,Subscription update
ch_0000369,Paid,2021-05-22 12:14:39,204.99,aud,Subscription update
ch_0000370,Paid,2021-05-24 13:54:52,349.77,aud,Subscription update
ch_0000371,Paid,2021-05-24 16:29:27,349.92,aud,Subscription update
ch_0000372,Paid,2021-05-24 18:45:47,590.74,aud,Subscription creation
